Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"POLR1G","RNA Polymerase I Subunit G","Protein Coding","O15446","43","GC19P152711","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR1G"
"CCDC61","Coiled-Coil Domain Containing 61","Protein Coding","Q9Y6R9","42","GC19P045995","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC61"
"FBXL22","F-Box And Leucine Rich Repeat Protein 22","Protein Coding","Q6P050","42","GC15P063597","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXL22"
"IWS1","Interacts With SUPT6H, CTD Assembly Factor 1","Protein Coding","Q96ST2","42","GC02M127436","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IWS1"
"MED16","Mediator Complex Subunit 16","Protein Coding","Q9Y2X0","42","GC19M107728","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED16"
"CCDC83","Coiled-Coil Domain Containing 83","Protein Coding","Q8IWF9","41","GC11P085855","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC83"
"FAM210B","Family With Sequence Similarity 210 Member B","Protein Coding","Q96KR6","41","GC20P056358","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM210B"
"MIDN","Midnolin","Protein Coding","Q504T8","41","GC19P001248","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIDN"
"PILRB","Paired Immunoglobin Like Type 2 Receptor Beta","Protein Coding","Q9UKJ0","41","GC07P110772","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PILRB"
"RTF2","Replication Termination Factor 2","Protein Coding","Q9BY42","41","GC20P056469","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RTF2"
"SBNO2","Strawberry Notch Homolog 2","Protein Coding","Q9Y2G9","41","GC19M001107","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SBNO2"
"ZNF226","Zinc Finger Protein 226","Protein Coding","Q9NYT6","41","GC19P044165","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF226"
"C1QTNF4","C1q And TNF Related 4","Protein Coding","Q9BXJ3","40","GC11M139459","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1QTNF4"
"LAMTOR4","Late Endosomal/Lysosomal Adaptor, MAPK And MTOR Activator 4","Protein Coding","Q0VGL1","40","GC07P100148","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMTOR4"
"UNC5CL","Unc-5 Family C-Terminal Like","Protein Coding","Q8IV45","40","GC06M106672","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNC5CL"
"ZNF235","Zinc Finger Protein 235","Protein Coding","Q14590","40","GC19M044228","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF235"
"GCNT7","Glucosaminyl (N-Acetyl) Transferase Family Member 7","Protein Coding","Q6ZNI0","39","GC20M056491","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCNT7"
"NKPD1","NTPase KAP Family P-Loop Domain Containing 1","Protein Coding","Q17RQ9","39","GC19M108881","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKPD1"
"OR4D2","Olfactory Receptor Family 4 Subfamily D Member 2","Protein Coding","P58180","38","GC17P155234","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR4D2"
"PVRIG","PVR Related Immunoglobulin Domain Containing","Protein Coding","Q6DKI7","38","GC07P100218","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PVRIG"
"TCAF2","TRPM8 Channel Associated Factor 2","Protein Coding","A6NFQ2","38","GC07P165867","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCAF2"
"ZNF155","Zinc Finger Protein 155","Protein Coding","Q12901","38","GC19P043967","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF155"
"ZNF222","Zinc Finger Protein 222","Protein Coding","Q9UK12","38","GC19P152656","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF222"
"ZNF404","Zinc Finger Protein 404","Protein Coding","Q494X3","38","GC19M043872","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF404"
"HSF5","Heat Shock Transcription Factor 5","Protein Coding","Q4G112","37","GC17M058420","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSF5"
"R3HDM4","R3H Domain Containing 4","Protein Coding","Q96D70","37","GC19M000896","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=R3HDM4"
"TSPO2","Translocator Protein 2","Protein Coding","Q5TGU0","37","GC06P041041","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPO2"
"ZNF283","Zinc Finger Protein 283","Protein Coding","Q8N7M2","37","GC19P043827","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF283"
"ZNF221","Zinc Finger Protein 221","Protein Coding","Q9UK13","35","GC19P043951","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF221"
"ZNF229","Zinc Finger Protein 229","Protein Coding","Q9UJW7","35","GC19M044417","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF229"
"ZNF223","Zinc Finger Protein 223","Protein Coding","Q9UK11","34","GC19P044051","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF223"
"ZNF285","Zinc Finger Protein 285","Protein Coding","Q96NJ3","33","GC19M108858","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF285"
"CEACAM20","CEA Cell Adhesion Molecule 20","Protein Coding","Q6UY09","32","GC19M108864","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEACAM20"
"FAM209B","Family With Sequence Similarity 209 Member B","Protein Coding","Q5JX69","32","GC20P056528","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM209B"
"OR2A1","Olfactory Receptor Family 2 Subfamily A Member 1","Protein Coding","Q8NGT9","32","GC07P165876","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR2A1"
"OR2AE1","Olfactory Receptor Family 2 Subfamily AE Member 1","Protein Coding","Q8NHA4","32","GC07M106704","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR2AE1"
"PMS2P1","PMS1 Homolog 2, Mismatch Repair System Component Pseudogene 1","Pseudogene","A4D2B8","24","GC07M100320","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMS2P1"
"CYP21A1P","Cytochrome P450 Family 21 Subfamily A Member 1, Pseudogene","Pseudogene","","23","GC06P032005","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP21A1P"
"HLA-DRB6","Major Histocompatibility Complex, Class II, DR Beta 6 (Pseudogene)","Pseudogene","","17","GC06M106526","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRB6"
"LINC00923","Long Intergenic Non-Protein Coding RNA 923","RNA Gene","","17","GC15M163883","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00923"
"TPM1-AS","TPM1 Antisense RNA","RNA Gene","","17","GC15M165980","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPM1-AS"
"HLA-DQB1-AS1","HLA-DQB1 Antisense RNA 1","RNA Gene","","16","GC06P032659","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DQB1-AS1"
"TEX51","Testis Expressed 51","Protein Coding","A0A1B0GUA7","15","GC02P154278","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEX51"
"ZNF652-AS1","ZNF652 Antisense RNA 1","RNA Gene","","15","GC17P155110","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF652-AS1"
"GEMIN7-AS1","GEMIN7 Antisense RNA 1","RNA Gene","","14","GC19M108879","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GEMIN7-AS1"
"HLA-DRB9","Major Histocompatibility Complex, Class II, DR Beta 9 (Pseudogene)","Pseudogene","","14","GC06M106523","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRB9"
"LINC02253","Long Intergenic Non-Protein Coding RNA 2253","RNA Gene","","14","GC15P194850","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02253"
"STAG3L5P-PVRIG2P-PILRB","STAG3L5P-PVRIG2P-PILRB Readthrough","RNA Gene","","14","GC07P100336","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAG3L5P-PVRIG2P-PILRB"
"ARHGEF35-AS1","ARHGEF35 Antisense RNA 1","RNA Gene","","13","GC07P166271","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGEF35-AS1"
"MINDY2-DT","MINDY2 Divergent Transcript","RNA Gene","","13","GC15M164121","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MINDY2-DT"
"MIR8085","MicroRNA 8085","RNA Gene","","13","GC19P044758","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR8085"
"ADCY10P1","ADCY10 Pseudogene 1","Pseudogene","","12","GC06P041101","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY10P1"
"CR1-AS1","CR1 Antisense RNA 1","RNA Gene","","12","GC01M207554","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CR1-AS1"
"LOC100505715","Uncharacterized LOC100505715","RNA Gene","","12","GC19M108848","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100505715"
"MIR142HG","MIR142 Host Genes","RNA Gene","","12","GC17M058329","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR142HG"
"USP6NL-AS1","USP6NL Antisense RNA 1","RNA Gene","","12","GC10P011637","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP6NL-AS1"
"CD2AP-DT","CD2AP Divergent Transcript","RNA Gene","","11","GC06M108636","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD2AP-DT"
"LOC101928517","Uncharacterized LOC101928517","RNA Gene","","11","GC19M109144","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC101928517"
"LOC105376412","Uncharacterized LOC105376412","RNA Gene","","11","GC10P011672","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC105376412"
"MIR4431","MicroRNA 4431","RNA Gene","","11","GC02M052702","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4431"
"OR2A13P","Olfactory Receptor Family 2 Subfamily A Member 13 Pseudogene","Pseudogene","","11","GC07P144141","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR2A13P"
"RN7SL535P","RNA, 7SL, Cytoplasmic 535, Pseudogene","Pseudogene","","11","GC07P165861","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RN7SL535P"
"RPL39P","Ribosomal Protein L39 Pseudogene","Pseudogene","","11","GC20M056459","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL39P"
"RPL7P51","Ribosomal Protein L7 Pseudogene 51","Pseudogene","","11","GC19P051648","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL7P51"
"SIGLEC22P","Sialic Acid Binding Ig Like Lectin 22, Pseudogene","Pseudogene","","11","GC19P051211","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIGLEC22P"
"STAG3L5P","STAG3 Cohesin Complex Component Like 5, Pseudogene","Pseudogene","","11","GC07P110771","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAG3L5P"
"ZNF45-AS1","ZNF45 Antisense RNA 1","RNA Gene","","11","GC19P152652","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF45-AS1"
"ENSG00000241357","Novel Transcript","RNA Gene","","10","GC07P110782","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000241357"
"ENSG00000264112","Novel Transcript","RNA Gene","","10","GC17M097665","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000264112"
"ENSG00000267114","Novel Transcript","RNA Gene","","10","GC19M108875","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000267114"
"ENSG00000267283","Novel Transcript, Antisense To BTBD2","RNA Gene","","10","GC19P151432","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000267283"
"HNRNPKP3","Heterogeneous Nuclear Ribonucleoprotein K Pseudogene 3","Pseudogene","","10","GC11M043074","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPKP3"
"LINC02695","Long Intergenic Non-Protein Coding RNA 2695","RNA Gene","","10","GC11M140232","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02695"
"RNU6-611P","RNA, U6 Small Nuclear 611, Pseudogene","Pseudogene","","10","GC19P045047","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU6-611P"
"KCTD9P6","Potassium Channel Tetramerization Domain Containing 9 Pseudogene 6","Pseudogene","","9","GC08M031219","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCTD9P6"
"LOC100289518","Immunoglobin Superfamily Member 21 Pseudogene","Pseudogene","","9","GC11P086283","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100289518"
"LOC107985327","Uncharacterized LOC107985327","RNA Gene","","9","GC19M110307","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC107985327"
"ENSG00000252200","","RNA Gene","","8","GC19M044725","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000252200"
"ENSG00000260634","Novel Transcript","RNA Gene","","8","GC02M127033","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000260634"
"ENSG00000285664","Novel Transcript, Antisense To FERMT2","RNA Gene","","8","GC14P058198","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000285664"
"ENSG00000285897","Novel Transcript","Protein Coding","","8","GC17M097690","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000285897"
"ENSG00000288773","Novel Transcript","RNA Gene","","8","GC19P153330","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000288773"
"RPS16P9","Ribosomal Protein S16 Pseudogene 9","Pseudogene","","8","GC19M045332","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS16P9"
"RNA5SP261","RNA, 5S Ribosomal Pseudogene 261","Pseudogene","","7","GC08M031598","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA5SP261"
"lnc-CEACAM20-2","","RNA Gene","","7","GC19M044744","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-CEACAM20-2"
"lnc-FERMT2-2","","RNA Gene","","7","GC14M052838","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-FERMT2-2"
"lnc-OARD1-1","","RNA Gene","","7","GC06M109792","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-OARD1-1"
"B3GNTL1P2","B3GNTL1 Pseudogene 2","Pseudogene","","6","GC06P047368","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B3GNTL1P2"
"ENSG00000253882","Family With Sequence Similarity 115, Member C (FAM115C) Pseudogene","Pseudogene","","6","GC07M143833","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000253882"
"ENSG00000279095","TEC","Uncategorized","","6","GC19P044664","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000279095"
"ENSG00000280087","TEC","Uncategorized","","6","GC19P044909","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000280087"
"ENSG00000289690","Novel Transcript","Protein Coding","","6","GC07P111026","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000289690"
"lnc-BCL3-5","","RNA Gene","","6","GC19P152690","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-BCL3-5"
"lnc-CYP27C1-1","","RNA Gene","","6","GC02M127104","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-CYP27C1-1"
"ENSG00000302962","Novel Transcript","RNA Gene","","5","GC19M109640","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000302962"
"ENSG00000302963","Novel Transcript","RNA Gene","","5","GC17M098523","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000302963"
"ENSG00000302986","Novel Transcript","RNA Gene","","5","GC19M109641","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000302986"
"ENSG00000308311","Novel Transcript","RNA Gene","","5","GC10M011637","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000308311"
"HSALNG0018586","","RNA Gene","","5","GC02M126894","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0018586"
"HSALNG0049988","","RNA Gene","","5","GC06M109520","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0049988"
"HSALNG0059998","","RNA Gene","","5","GC07M106733","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0059998"
"HSALNG0064168","","RNA Gene","","5","GC08M027325","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0064168"
"HSALNG0076170","","RNA Gene","","5","GC10M011635","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0076170"
"HSALNG0103265","","RNA Gene","","5","GC14M124687","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0103265"
"HSALNG0103266","","RNA Gene","","5","GC14M124230","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0103266"
"HSALNG0117163","","RNA Gene","","5","GC17M049206","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0117163"
"HSALNG0122970","","RNA Gene","","5","GC19P001061","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0122970"
"HSALNG0126491","","RNA Gene","","5","GC19M044748","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0126491"
"HSALNG0126505","","RNA Gene","","5","GC19P044845","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0126505"
"HSALNG0131068","","RNA Gene","","5","GC20M056411","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0131068"
"HSALNG0145335","","RNA Gene","","5","GC17M097689","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0145335"
"LINC02254","Long Intergenic Non-Protein Coding RNA 2254","RNA Gene","","5","GC15M163887","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02254"
"LOC101929555","Uncharacterized LOC101929555","RNA Gene","","5","GC06M106667","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC101929555"
"LOC105376413","Uncharacterized LOC105376413","RNA Gene","","5","GC10M011636","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC105376413"
"LOC124902731","Uncharacterized LOC124902731","RNA Gene","","5","GC11P108537","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC124902731"
"LOC124903504","Uncharacterized LOC124903504","RNA Gene","","5","GC15P195137","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC124903504"
"NONHSAG009267.2","","RNA Gene","","5","GC11P086068","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NONHSAG009267.2"
"NONHSAG026010.2","","RNA Gene","","5","GC19P152698","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NONHSAG026010.2"
"lnc-BLOC1S3-1","","RNA Gene","","5","GC19P045203","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-BLOC1S3-1"
"lnc-CCDC83-3","","RNA Gene","","5","GC11P086069","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-CCDC83-3"
"lnc-EED-4","","RNA Gene","","5","GC11P086109","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-EED-4"
"lnc-EPHA1-2","","RNA Gene","","5","GC07M143391","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-EPHA1-2"
"lnc-EPHX2-4","","RNA Gene","","5","GC08P027380","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-EPHX2-4"
"lnc-MS4A6A-1","","RNA Gene","","5","GC11M060172","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-MS4A6A-1"
"lnc-RNF43-2","","RNA Gene","","5","GC17M097687","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-RNF43-2"
"lnc-SYTL2-5","","RNA Gene","","5","GC11M140230","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SYTL2-5"
"lnc-UNC5CL-5","","RNA Gene","","5","GC06M106675","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-UNC5CL-5"
"lnc-USP6NL-2","","RNA Gene","","5","GC10M011679","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-USP6NL-2"
"piR-30804","","RNA Gene","","5","GC17M097541","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-30804"
"piR-39098-253","","RNA Gene","","5","GC07M100382","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-39098-253"
"ENSG00000309910","Novel Transcript, Antisense To PICALM","RNA Gene","","4","GC11P109177","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000309910"
"HSALNG0049424","","RNA Gene","","4","GC06M109373","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0049424"
"HSALNG0049427","","RNA Gene","","4","GC06P184867","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0049427"
"HSALNG0076172","","RNA Gene","","4","GC10P012018","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0076172"
"HSALNG0084051","","RNA Gene","","4","GC11M141224","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0084051"
"HSALNG0106477","","RNA Gene","","4","GC15P194544","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0106477"
"HSALNG0126488","","RNA Gene","","4","GC19P153843","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0126488"
"HSALNG0126500","","RNA Gene","","4","GC19P044808","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0126500"
"HSALNG0126501","","RNA Gene","","4","GC19M044809","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0126501"
"HSALNG0126512","","RNA Gene","","4","GC19M108874","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0126512"
"LOC124902730","Uncharacterized LOC124902730","RNA Gene","","4","GC11M141658","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC124902730"
"lnc-APOC1-1","","RNA Gene","","4","GC19P152699","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-APOC1-1"
"lnc-RAB8B-2","","RNA Gene","","4","GC15P194962","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-RAB8B-2"
"piR-33103-011","","RNA Gene","","4","GC19P051224","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-33103-011"
"piR-34451","","RNA Gene","","4","GC19P152705","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-34451"
"piR-40605-005","","RNA Gene","","4","GC19M051231","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-40605-005"
"piR-43105-087","","RNA Gene","","4","GC11M142066","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-43105-087"
"piR-56022-272","","RNA Gene","","4","GC19M108872","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-56022-272"
"piR-56133-114","","RNA Gene","","4","GC19M108871","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-56133-114"
"HSALNG0126473","","RNA Gene","","3","GC19P152678","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0126473"
"LOC100420902","Exocyst Complex Component 3 Like 4 Pseudogene","Pseudogene","","3","GC19M045234","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100420902"
"piR-31534-344","","RNA Gene","","3","GC19M044861","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-31534-344"
"piR-42851","","RNA Gene","","3","GC19P152696","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-42851"
"HSALNG0108448","","RNA Gene","","2","GC15P194720","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0108448"
"HSALNG0126503","","RNA Gene","","2","GC19M044821","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0126503"
"LOC105372420","Uncharacterized LOC105372420","RNA Gene","","2","GC19P152707","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC105372420"
"LOC129998933","ATAC-STARR-Seq Lymphoblastoid Active Region 26360","Functional Element","","2","GC07P111566","0.707980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC129998933"
"CPB2","Carboxypeptidase B2","Protein Coding","Q96IY4","57","GC13M046053","0.706726253032684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPB2"
"NUP153","Nucleoporin 153","Protein Coding","P49790","54","GC06M017615","0.706726253032684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP153"
"OPLAH","5-Oxoprolinase, ATP-Hydrolysing","Protein Coding","O14841","54","GC08M147377","0.706726253032684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPLAH"
"COTL1","Coactosin Like F-Actin Binding Protein 1","Protein Coding","Q14019","51","GC16M084566","0.706726253032684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COTL1"
"COX7C","Cytochrome C Oxidase Subunit 7C","Protein Coding","P15954","50","GC05P086617","0.706726253032684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX7C"
"CLYBL","Citramalyl-CoA Lyase","Protein Coding","Q8N0X4","48","GC13P099606","0.706726253032684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLYBL"
"EHD2","EH Domain Containing 2","Protein Coding","Q9NZN4","48","GC19P047713","0.706726253032684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EHD2"
